FECHA;PRECTOTCORR;ALLSKY_SFC_SW_DWN
20121002;0,11;21,68
20121003;2,03;23,09
20121004;4,8;19,24
20121005;14,23;11,01
20121006;7,28;17,74
20121007;0,6;13,81
20121008;0,19;17,34
20121009;0,02;20,35
20121010;0,01;21,17
20121011;2,69;22,37
20121012;2,78;20,94
20121013;13,54;16,56
20121014;11,79;15,78
20121015;14,56;18,55
20121016;7,86;12,5
20121017;7,37;17,35
20121018;7,85;16,21
20121019;9,94;13,59
20121020;1,83;18,48
20121021;3,74;18,84
20121022;6,31;18,21
20121023;0,25;14,4
20121024;11,15;15,95
20121025;10,93;19,74
20121026;6,23;20,31
20121027;0,03;18,12
20121028;0,36;18,56
20121029;7,61;15,26
20121030;1,95;14,38
20121031;12,11;19,92
20121101;2,4;20,65
20121102;3,27;19,32
20121103;0,43;20,44
20121104;0,11;19,4
20121105;0,02;17,53
20121106;0,01;18,95
20121107;0,01;16,8
20121108;0,01;21,14
20121109;0,01;21,34
20121110;0,13;20,73
20121111;0,08;18,32
20121112;0,26;13,16
20121113;0,91;18,04
20121114;3,78;19,06
20121115;7,69;11,45
20121116;2,42;13,71
20121117;0,61;18,68
20121118;0,22;14,59
20121119;0;18,59
20121120;0;20,79
20121121;0;17,05
20121122;0,03;16,75
20121123;0,01;14,22
20121124;0,96;17,09
20121125;3,55;16,68
20121126;9,37;17,23
20121127;0,15;21,54
20121128;0,15;21,75
20121129;0,39;19,37
20121130;0,38;18,53
20121201;0,15;20,52
20121202;0;20,1
20121203;0;20,96
20121204;0;21,42
20121205;0,85;19,75
20121206;0,28;18,51
20121207;0,06;17,81
20121208;0,01;19,34
20121209;0,49;19,4
20121210;0,36;19,65
20121211;0,2;20,71
20121212;1,18;18,91
20121213;0,99;17,2
20121214;0,17;19,96
20121215;0,02;21,37
20121216;0,04;20,99
20121217;0;21,09
20121218;0,02;18,6
20121219;0,32;18,04
20121220;0,01;17,01
20121221;0,13;18,92
20121222;0,85;15,38
20121223;0,42;15,24
20121224;0,01;15,25
20121225;0;16,06
20121226;0;18,37
20121227;0;18,05
20121228;0;20,69
20121229;0,21;19,32
20121230;0,13;20,23
20121231;0,32;20,32
20130101;0,16;20,62
20130102;0;19,75
20130103;0;20,51
20130104;0,01;21,13
20130105;0,02;21,73
20130106;0,02;21,2
20130107;0,04;21,27
20130108;0,02;21,09
20130109;0,01;21,32
20130110;0,01;21,01
20130111;3,28;21,5
20130112;0,63;19,96
20130113;0,04;21,69
20130114;0,23;21,83
20130115;0,12;22,02
20130116;0,21;21,5
20130117;0;21,33
20130118;0,01;17,99
20130119;0;19,33
20130120;0,01;21,83
20130121;0,08;21,05
20130122;0;19,54
20130123;0;17,28
20130124;0;21,75
20130125;0,04;20,91
20130126;0,18;21,11
20130127;0,02;20,66
20130128;0;20,6
20130129;0;19,51
20130130;0,11;21,5
20130131;1,04;22,94
20130201;0,41;22,13
20130202;0,01;19,28
20130203;0;20,86
20130204;0,02;19,96
20130205;0,01;21,61
20130206;0;21,48
20130207;0,23;19,98
20130208;0,61;18,41
20130209;1,54;23
20130210;0,33;23,31
20130211;1,21;22,26
20130212;0,07;24,92
20130213;0,01;24,73
20130214;0;22,87
20130215;0;22,75
20130216;0;22,25
20130217;0,44;22,74
20130218;0,18;20,8
20130219;0,01;20,62
20130220;0,04;23,28
20130221;0,22;21,87
20130222;0,01;23,06
20130223;0;22,25
20130224;0;23,05
20130225;0;22,07
20130226;0;23,57
20130227;0;23,28
20130228;0;19,55
20130301;0;16,18
20130302;0,02;22,73
20130303;0;21,93
20130304;0,22;18,29
20130305;0,17;18,17
20130306;0,3;19,45
20130307;0,07;20,41
20130308;0;21,85
20130309;0,09;22,23
20130310;0,19;16,28
20130311;4,08;17,5
20130312;1,59;17,59
20130313;2,23;17,55
20130314;1,38;17,48
20130315;0,59;12,21
20130316;7,25;14,64
20130317;1,33;17,38
20130318;4,62;17,65
20130319;4,65;22,34
20130320;0,33;23,08
20130321;0,46;22,79
20130322;3,74;16,69
20130323;0,23;17,58
20130324;0,15;21,28
20130325;0,7;22,77
20130326;0;24,08
20130327;0,27;22
20130328;0,22;20,39
20130329;3,51;17,03
20130330;0,66;16,29
20130331;0,03;19,93
20130401;0;23,26
20130402;0,16;22,76
20130403;0,34;20,85
20130404;0;22,65
20130405;0,27;23,87
20130406;0,07;24,4
20130407;0,07;21,98
20130408;0,97;19,46
20130409;0,07;21,2
20130410;0,01;23,14
20130411;0;23,24
20130412;0,02;21,67
20130413;0,4;20,67
20130414;1,56;19,88
20130415;0,22;20,76
20130416;0;20,12
20130417;0,08;17,86
20130418;7,13;12,77
20130419;0,96;14,92
20130420;3,52;18,32
20130421;1,45;21,27
20130422;0,57;23,02
20130423;0,44;23,27
20130424;0,06;22,76
20130425;0,7;22,66
20130426;6,4;18,89
20130427;7,45;16,83
20130428;1,61;17,97
20130429;2,74;20,06
20130430;0,76;16,62
20130501;1,93;19,99
20130502;28,94;13,08
20130503;8,84;12,59
20130504;3,39;19,33
20130505;3,17;14,3
20130506;11,71;11,58
20130507;1,2;11,38
20130508;0,12;20,44
20130509;0,02;18,43
20130510;0;20,58
20130511;0,06;24,19
20130512;0,28;23,84
20130513;0,2;23,34
20130514;0,05;24,05
20130515;0,1;20,92
20130516;0,34;20,31
20130517;0,37;20,23
20130518;1,28;23,32
20130519;0,14;20,68
20130520;3,16;16,36
20130521;2,66;13,61
20130522;3,41;14,96
20130523;1,36;18,85
20130524;0,15;20,02
20130525;0;23,27
20130526;0,02;23,1
20130527;1,72;20,84
20130528;0,39;18,11
20130529;0,89;20,44
20130530;0,65;20,43
20130531;1,29;16,44
20130601;2,6;16,44
20130602;0,03;22,68
20130603;5,46;23,09
20130604;0,16;23,03
20130605;0,07;17,96
20130606;0,05;19,16
20130607;0,06;18,72
20130608;0,67;20,05
20130609;0,18;20,51
20130610;4,22;21,55
20130611;1,99;15,22
20130612;0,23;18,85
20130613;0,17;20,62
20130614;7,94;18,12
20130615;7,56;20,21
20130616;0,15;23,83
20130617;0,59;24,42
20130618;1,57;23,79
20130619;0,03;20,45
20130620;0,03;19,75
20130621;0,01;14,96
20130622;0;21,13
20130623;0,74;22,55
20130624;0,31;22,17
20130625;0,69;15,3
20130626;0,1;22,24
20130627;5,49;21,58
20130628;4,19;16,41
20130629;5,34;20,21
20130630;0,93;18,89
20130701;0,26;16,15
20130702;0;23,67
20130703;0,07;25,17
20130704;0,06;19,79
20130705;0,09;20,79
20130706;0,02;21,7
20130707;0,31;21,78
20130708;0,11;18,02
20130709;8,27;22,31
20130710;1,29;20,69
20130711;0,07;22,59
20130712;0,03;24,06
20130713;0,19;23,15
20130714;0,04;20,55
20130715;0,12;18,75
20130716;0,1;21,15
20130717;0,2;22,89
20130718;0,14;23,37
20130719;0,12;23,88
20130720;13,91;14,75
20130721;0,19;22,53
20130722;0,27;23,66
20130723;0,04;21,71
20130724;0,16;22,34
20130725;0,12;23,04
20130726;58,51;19,31
20130727;4,34;17,54
20130728;0,04;23,14
20130729;0,06;20,59
20130730;0,07;20,07
20130731;0;22,77
20130801;9,17;22,19
20130802;2,5;20,51
20130803;0,65;22,81
20130804;0,01;23,79
20130805;0;20,43
20130806;0;22,57
20130807;0,02;22,76
20130808;1,3;17,38
20130809;0,49;15,56
20130810;0,2;20,91
20130811;3,42;10,67
20130812;2,39;17,76
20130813;0,85;19,55
20130814;0,08;26,4
20130815;0,42;18,75
20130816;0,79;20,22
20130817;0,12;23,13
20130818;4,08;20,6
20130819;0,82;16,5
20130820;1,4;22,83
20130821;7,74;19,08
20130822;0,49;23,96
20130823;0,24;22,51
20130824;0,25;20,83
20130825;0,09;21,85
20130826;1,32;21,23
20130827;0,83;16,61
20130828;0,07;22,61
20130829;0,01;22,36
20130830;0,04;13,68
20130831;0,13;20,4
20130901;0,48;15,43
20130902;1,43;21,05
20130903;3,24;20,65
20130904;10,28;13,93
20130905;2,51;17,87
20130906;11,03;21,73
20130907;6,15;19,09
20130908;16,38;23,54
20130909;17,81;21,38
20130910;14,22;21,64
20130911;2,44;14,42
20130912;6,97;15,73
20130913;0,94;19,16
20130914;0,01;22,09
20130915;3,63;22,71
20130916;0,17;19,36
20130917;0;16,6
20130918;3,47;22,71
20130919;2,24;18,96
20130920;3,73;23,06
20130921;0,63;21,45
20130922;0;23,61
20130923;0,07;23,85
20130924;2,61;22,87
20130925;36,14;22,65
20130926;16,08;12,77
20130927;0,66;20,08
20130928;14,04;16,83
20130929;8,27;13,45
20130930;0,63;22,52
20131001;0,37;21,28
20131002;0,01;23,38
20131003;0,18;21,88
20131004;9,38;3,73
20131005;1,48;23,16
20131006;0;22,91
20131007;0,62;21,32
20131008;1,23;21,38
20131009;0,16;17,41
20131010;6,65;19
20131011;2,68;19,88
20131012;0,02;21,15
20131013;0,01;17,02
20131014;0,01;19,8
20131015;0,2;16,23
20131016;2,08;12,3
20131017;2,71;15,48
20131018;1,27;20,83
20131019;0,35;20,65
20131020;1,68;20,29
20131021;1,04;18,65
20131022;5,08;16,66
20131023;4,5;18,32
20131024;0,2;21,26
20131025;0;20,93
20131026;0,94;21,45
20131027;1,22;18,15
20131028;2,02;21,4
20131029;0,07;23,16
20131030;0,04;20,2
20131031;0,14;19,7
20131101;0,55;18,81
20131102;1,03;17,15
20131103;0,61;15,15
20131104;19,56;16,76
20131105;2,85;18,26
20131106;1,37;17,32
20131107;2,28;9,89
20131108;1,27;18,58
20131109;1,03;17,92
20131110;0,11;19,78
20131111;0,35;20,77
20131112;0,02;20,36
20131113;0,35;20,27
20131114;0,07;18,79
20131115;0,06;19,11
20131116;0,05;20,3
20131117;0,11;22,19
20131118;0;22,18
20131119;0,01;20,95
20131120;0,28;20,89
20131121;1,09;18,43
20131122;0,41;17,84
20131123;0,01;19,55
20131124;1,08;19,22
20131125;0,06;16,49
20131126;1,1;17,64
20131127;0,04;18,97
20131128;0,27;18,44
20131129;1,32;19,81
20131130;0,23;20,85
20131201;0,06;21,11
20131202;0,01;18,51
20131203;0;11,4
20131204;0,54;16,74
20131205;0,07;17,32
20131206;0,44;19,3
20131207;1,06;21,2
20131208;0,53;20,69
20131209;3,59;16,52
20131210;0,13;17,58
20131211;0,56;18,74
20131212;0,03;17,52
20131213;0,01;17,34
20131214;0,5;19,14
20131215;0,1;18,73
20131216;0,01;17,65
20131217;0;17,1
20131218;0,11;20,46
20131219;0,14;17,1
20131220;0,05;18,91
20131221;0,02;21,81
20131222;0,06;21,51
20131223;0,03;20,24
20131224;0,02;20,11
20131225;0;19,45
20131226;0,01;19,63
20131227;0;19,09
20131228;0;18,94
20131229;0;20,43
20131230;0,01;19,91
20131231;1,21;19,5
20140101;1;19,88
20140102;0,16;19,89
20140103;0;19,28
20140104;0,01;18,52
20140105;0,47;19,08
20140106;0,42;19,5
20140107;0,51;15,05
20140108;0,14;19,57
20140109;0,05;22,61
20140110;0,35;23,35
20140111;0,3;22,68
20140112;0,01;21,19
20140113;0,01;20,37
20140114;0;20,84
20140115;0;21,12
20140116;0;20,84
20140117;0;21,42
20140118;0;20,5
20140119;0;20,1
20140120;0;20,39
20140121;0;19,44
20140122;0;21,48
20140123;0;21,98
20140124;0;19,82
20140125;0,02;22,06
20140126;0,01;22,97
20140127;0,05;21,91
20140128;0;20,45
20140129;0,01;19,3
20140130;0;20,54
20140131;0;21,57
20140201;0;21,5
20140202;0;21,38
20140203;0,04;21,46
20140204;0;22,55
20140205;0;22,35
20140206;0;21,79
20140207;0,15;20,48
20140208;0,01;21,03
20140209;0;22,3
20140210;0;20,81
20140211;0;21,67
20140212;0;21,3
20140213;0;22,3
20140214;0;22,62
20140215;0;20,52
20140216;0,23;20,62
20140217;0,54;22,13
20140218;0,06;22,85
20140219;0,04;20,68
20140220;0,05;22,87
20140221;0,04;24,32
20140222;0;23,49
20140223;0;22,92
20140224;0;21,96
20140225;0;19,5
20140226;0;22,81
20140227;0,13;21,68
20140228;4,69;20,24
20140301;0,13;24,72
20140302;0;24,86
20140303;0,63;24,63
20140304;0,23;23,51
20140305;0;23,38
20140306;0;22,46
20140307;0,08;19,62
20140308;2,05;19,76
20140309;0,07;24,36
20140310;0;26,28
20140311;0;23,34
20140312;0;23,15
20140313;0,09;23,7
20140314;11,11;20,03
20140315;4,08;23,66
20140316;0,02;25,88
20140317;0;25,64
20140318;0;24,26
20140319;0;24,41
20140320;0;24,23
20140321;0;23,64
20140322;0,25;24,49
20140323;0;24,17
20140324;2,7;21,75
20140325;2,76;21,4
20140326;0,49;23,17
20140327;0,02;24,8
20140328;0;26,03
20140329;0;26,09
20140330;0;25,12
20140331;0;25,31
20140401;0,03;20,97
20140402;0,23;20,55
20140403;0,4;16,85
20140404;1,91;20,63
20140405;0,03;20,3
20140406;0;22,1
20140407;0;24,48
20140408;5,66;23,45
20140409;0,08;23,57
20140410;0;25,88
20140411;0;24,02
20140412;0;24,07
20140413;0;25
20140414;0,01;22,76
20140415;0,02;21,85
20140416;0,03;19,81
20140417;0;21,99
20140418;0,48;19,28
20140419;0,11;15,16
20140420;0,01;17,85
20140421;0,15;20,89
20140422;2,74;19,35
20140423;3,15;17,31
20140424;3,13;12,74
20140425;5,82;17,53
20140426;2,06;18,5
20140427;0,14;21,23
20140428;0;24,42
20140429;0;22,44
20140430;4,68;17,07
20140501;0,95;18,17
20140502;0,79;21,73
20140503;0,01;22,89
20140504;2,02;21,63
20140505;0,14;23,01
20140506;0,54;22,85
20140507;12,12;18,68
20140508;2,69;16,08
20140509;3,65;17,02
20140510;1,21;18,03
20140511;0,06;22,89
20140512;0;24
20140513;0;21,4
20140514;0;20,44
20140515;0;16,19
20140516;0,13;17,76
20140517;0,04;21,55
20140518;0;20,46
20140519;0;23,2
20140520;4,77;22,4
20140521;14,95;14,83
20140522;0,35;16,43
20140523;0,07;22,88
20140524;0,01;23,59
20140525;5,97;24,59
20140526;0,39;22,55
20140527;12,33;16,46
20140528;1,47;18,86
20140529;0,46;12,48
20140530;4,24;18,73
20140531;0,5;19,05
20140601;0,1;19,81
20140602;0;20,94
20140603;0;21,1
20140604;0;24,59
20140605;0,01;25,02
20140606;0,01;24,6
20140607;4,22;22,49
20140608;0,6;16,44
20140609;0,01;20,91
20140610;0,28;22,15
20140611;0;15,93
20140612;0;19,86
20140613;0,57;22,42
20140614;0,37;15,96
20140615;0,01;20,8
20140616;0;16,34
20140617;0;18,2
20140618;0;19,69
20140619;0,29;23,49
20140620;0,06;18,6
20140621;0,3;21,32
20140622;0,31;22,34
20140623;0,09;20,42
20140624;0,27;23,58
20140625;0,13;17,96
20140626;0;22,04
20140627;0,7;22,11
20140628;0,21;22,37
20140629;0;22,49
20140630;0,62;16,46
20140701;0,12;18,37
20140702;0;23,94
20140703;0;24,9
20140704;0,01;25,18
20140705;0,03;17,96
20140706;0,11;22,97
20140707;0,18;19,7
20140708;0,08;20,59
20140709;0,03;21,68
20140710;0,21;19,87
20140711;0,82;20,46
20140712;0,33;20,58
20140713;0,15;23,08
20140714;0,41;23,43
20140715;0;23,11
20140716;0,01;21,61
20140717;0,08;24,95
20140718;0,09;23,7
20140719;0,22;20,69
20140720;0,11;21,87
20140721;0,47;16,15
20140722;0,01;24,79
20140723;0,22;23,86
20140724;1,8;22,03
20140725;0,04;24,73
20140726;26,46;20,99
20140727;8,65;22,24
20140728;0,01;23,38
20140729;0,87;23,16
20140730;0,15;21,78
20140731;0,74;22,02
20140801;5,53;24,64
20140802;2,89;21,24
20140803;3,94;22,58
20140804;1,34;24,88
20140805;0;24,7
20140806;4,34;18,42
20140807;1,17;21,14
20140808;0,21;23,79
20140809;0,02;22,9
20140810;0,06;18,99
20140811;0;25,28
20140812;1,38;20,65
20140813;0,31;24,82
20140814;0,09;17,67
20140815;0;24,04
20140816;0,01;22,14
20140817;0,25;23,3
20140818;0,16;21,27
20140819;0,17;22,02
20140820;0,56;20,75
20140821;0,11;20,62
20140822;2,28;22,21
20140823;24,17;20,95
20140824;8,85;20,59
20140825;0,42;21,54
20140826;1,05;14,97
20140827;2,52;19,14
20140828;9,41;20,15
20140829;2,07;24,6
20140830;0,19;24,95
20140831;0;22,95
20140901;0;19,78
20140902;7,18;20,74
20140903;6,44;15,96
20140904;0,23;24,44
20140905;0,13;23,59
20140906;0,06;22,43
20140907;5,51;23,66
20140908;1,54;21,39
20140909;0,13;24,41
20140910;0;23,55
20140911;6,93;20,35
20140912;0,68;18,82
20140913;0,04;21,2
20140914;7,91;21,9
20140915;3,69;16,68
20140916;2,18;23,65
20140917;2,18;18,19
20140918;3,79;16,44
20140919;2,45;21,86
20140920;11,94;18,11
20140921;5,11;18
20140922;2,06;19,24
20140923;1,52;14,99
20140924;0,29;21,79
20140925;0,43;18,58
20140926;0,03;15,58
20140927;0,01;19,16
20140928;0;21,99
20140929;2,63;22,81
20140930;0,04;24,55
20141001;0,42;22,77
20141002;7,42;20,75
20141003;0,36;16,98
20141004;1,02;14,04
20141005;15,86;15,8
20141006;21,76;13,34
20141007;2,75;18,31
20141008;3,59;15
20141009;15,51;10,79
20141010;3,08;18,94
20141011;0,06;17,45
20141012;3,06;18,69
20141013;0,75;18,71
20141014;0,26;16,03
20141015;0,76;20,94
20141016;0,42;21,12
20141017;1,72;18,43
20141018;0,75;19,04
20141019;1,64;12,13
20141020;3,72;12,82
20141021;0,16;21,1
20141022;0;19,73
20141023;0,19;20,11
20141024;0,46;20,69
20141025;0,75;15,16
20141026;18,88;20,04
20141027;17,86;17,76
20141028;0,26;21,02
20141029;0,39;13,76
20141030;0,39;12,17
20141031;3,76;17,5
20141101;2,09;13,39
20141102;0;18,98
20141103;0,7;23,11
20141104;1,41;22,47
20141105;25,31;20,22
20141106;5,6;18,31
20141107;1,74;18,34
20141108;1,39;17,7
20141109;2,22;15,61
20141110;3,16;15,79
20141111;11,88;19,02
20141112;5,2;20,32
20141113;0,11;22,13
20141114;1,79;19,26
20141115;2,46;18,23
20141116;0,23;16,36
20141117;0;19,88
20141118;0,76;20,41
20141119;0,27;19,31
20141120;0,83;21,92
20141121;2,67;20,6
20141122;0,24;18,6
20141123;0,2;18,78
20141124;0,06;20,22
20141125;0,14;18,02
20141126;0,07;20,26
20141127;0,15;21,46
20141128;0,09;20,1
20141129;0,23;19,18
20141130;0,07;19,47
20141201;0,05;19,73
20141202;0;17,06
20141203;0;18,31
20141204;0;17,06
20141205;0,24;15,02
20141206;0,55;15,91
20141207;0,13;17,7
20141208;1,3;17,32
20141209;0,8;16,48
20141210;2,03;15,89
20141211;1,16;14,56
20141212;0,02;18,13
20141213;0,63;19,05
20141214;1,12;17,97
20141215;0,3;19,56
20141216;0,16;19,43
20141217;0,97;19,53
20141218;0,41;18,89
20141219;0,07;19,85
20141220;0,01;20,1
20141221;0;18,45
20141222;0,02;20,89
20141223;0,01;19,54
20141224;0;20,61
20141225;0,32;20,36
20141226;0,03;20,94
20141227;0;20,05
20141228;0,04;18,16
20141229;0,06;18,84
20141230;1,21;19,46
20141231;0,12;21,56
20150101;0,06;19,61
20150102;0,4;19,98
20150103;0,34;21,81
20150104;0,02;22,14
20150105;0,01;21,54
20150106;0,11;21,24
20150107;0,07;20,17
20150108;0;18,49
20150109;0;19,73
20150110;0,09;20,25
20150111;0,29;19,07
20150112;0,3;19,7
20150113;0,12;19,8
20150114;0;19,77
20150115;0;17,89
20150116;0;18,36
20150117;0,26;16,62
20150118;0,3;19,14
20150119;0,04;20,39
20150120;0,07;18,77
20150121;0,04;18,28
20150122;0,01;16,63
20150123;0;20,56
20150124;0;21,69
20150125;0;22,39
20150126;0;21,47
20150127;0;21,72
20150128;0;20,89
20150129;0,01;20,82
20150130;0,45;20,1
20150131;0,19;18,08
20150201;0,31;18,09
20150202;8,49;19,14
20150203;0,53;21,79
20150204;0;21,35
20150205;0;22,57
20150206;0,59;21,55
20150207;0,35;19,21
20150208;0;21,64
20150209;0,01;21,46
20150210;0;20,73
20150211;0,23;19,75
20150212;0,44;16,03
20150213;0,04;16,8
20150214;0,13;17,93
20150215;0,05;19,67
20150216;0;24,03
20150217;0;22,7
20150218;0;22,87
20150219;0,58;21,27
20150220;0,18;25,37
20150221;0,06;20,72
20150222;0,03;22,86
20150223;0;23,43
20150224;0;22,94
20150225;0;22,88
20150226;0;22,64
20150227;0;23,76
20150228;2,09;22,65
20150301;0,11;26,39
20150302;0,09;20,55
20150303;0,03;21,74
20150304;0,16;24,77
20150305;0,25;23,24
20150306;0,15;21,67
20150307;0;23,99
20150308;0;22,09
20150309;0;22,83
20150310;0;22,49
20150311;0,17;21,95
20150312;0,21;21,37
20150313;0,27;21,14
20150314;0,07;21,88
20150315;0;20,52
20150316;0;22,3
20150317;0,01;20,53
20150318;0,01;19,88
20150319;11,32;17,61
20150320;3,54;20,92
20150321;0,03;24,76
20150322;0,02;26,08
20150323;0;26,32
20150324;0,17;25,33
20150325;0,56;25,2
20150326;1,52;25,12
20150327;0;23,51
20150328;0,15;23,23
20150329;0,42;21,55
20150330;0,4;23,86
20150331;0,13;22,43
20150401;0,08;22,44
20150402;0,17;22,88
20150403;0,1;15,8
20150404;2,02;19,52
20150405;0,3;20,55
20150406;0,01;19,4
20150407;0;18,64
20150408;2,57;13,98
20150409;0,26;15,53
20150410;0,02;21,42
20150411;0,02;20,66
20150412;1,2;18,04
20150413;0,22;17,46
20150414;0,02;16,16
20150415;0,07;19,94
20150416;0,81;19,87
20150417;6,52;19,49
20150418;2,04;17,56
20150419;0,36;18,41
20150420;0,23;14,99
20150421;0,02;20,7
20150422;0;24,04
20150423;0;24,76
20150424;0,01;24,26
20150425;0,49;19,4
20150426;0,13;19,47
20150427;0,01;23,19
20150428;0,01;25,26
20150429;0;26,09
20150430;0,9;25,66
20150501;0,09;25,56
20150502;0,03;24,53
20150503;0,05;24,11
20150504;0;23,86
20150505;0;24,67
20150506;0;24,86
20150507;0,17;20,85
20150508;0,65;20,68
20150509;0,01;23,11
20150510;0;23,22
20150511;0;23,41
20150512;0;22,23
20150513;0;21,79
20150514;0,01;18,88
20150515;0,08;14,28
20150516;0;22,39
20150517;0;14
20150518;0,18;22,07
20150519;0,18;18,87
20150520;0,05;22,84
20150521;12,67;21,69
20150522;19,9;14,8
20150523;0,43;22,74
20150524;0,39;20,12
20150525;0,08;17,52
20150526;0;20,3
20150527;0,26;21,77
20150528;0,51;14,54
20150529;0,53;7,9
20150530;0,31;19,06
20150531;0,14;17,8
20150601;0,29;15,88
20150602;0,11;21,98
20150603;0,05;20,06
20150604;0,03;22,83
20150605;0,15;21,38
20150606;1,16;23,41
20150607;0,89;17,2
20150608;0,15;21,71
20150609;0;23,25
20150610;0,27;21,95
20150611;0,41;22,43
20150612;0,03;24,2
20150613;0;22,15
20150614;0,15;23,53
20150615;0,41;17,28
20150616;0,28;16,77
20150617;0,21;19,9
20150618;0,1;21,65
20150619;0,03;22,85
20150620;0,14;22,61
20150621;0,56;21,85
20150622;1,42;17,92
20150623;0,06;23,39
20150624;0,03;24,98
20150625;0,02;22,98
20150626;0,05;23,02
20150627;0,05;21,73
20150628;0,1;17,56
20150629;0,06;20,41
20150630;0,12;21,92
20150701;0;24,09
20150702;0;21,01
20150703;0,12;24,03
20150704;0,01;24,53
20150705;1,55;22,98
20150706;1,52;19,58
20150707;0,32;14,97
20150708;0,63;18,37
20150709;0,4;20,91
20150710;0,02;21,81
20150711;0,01;19,07
20150712;0,26;21,97
20150713;0,15;20,07
20150714;0,62;21,62
20150715;0,25;19,11
20150716;2,04;19,04
20150717;0,88;19,55
20150718;0,58;17,5
20150719;1,94;16,37
20150720;1,1;20,6
20150721;13,18;19,97
20150722;1,18;21,85
20150723;0,24;19,13
20150724;0,11;22,85
20150725;0,02;24,14
20150726;0,22;23,9
20150727;0,04;25,18
20150728;0,06;24,47
20150729;0,14;22,38
20150730;0,09;19,66
20150731;0,91;18,43
20150801;0,28;19,86
20150802;0,02;23,73
20150803;0,2;20,11
20150804;1,97;21,94
20150805;0,49;22,97
20150806;0;24,6
20150807;1,24;23,3
20150808;0,99;20,29
20150809;0,44;15,28
20150810;2,78;20,1
20150811;1,03;21,1
20150812;0,35;23,62
20150813;0,26;19,32
20150814;0,1;18,65
20150815;0,05;20,28
20150816;0,27;20,8
20150817;0,72;20,05
20150818;0,21;22,79
20150819;0,48;23,94
20150820;0,5;20,43
20150821;1,12;20,3
20150822;0,97;14,87
20150823;0,25;17,85
20150824;2,36;23,43
20150825;1,21;19,83
20150826;1,13;17,58
20150827;1,7;21,51
20150828;0,52;21,11
20150829;0,03;24,29
20150830;1;23,85
20150831;1,22;25,19
20150901;0,3;25,13
20150902;0,91;23,37
20150903;0,34;24,28
20150904;0,06;23,1
20150905;0,1;22,16
20150906;0,17;21,45
20150907;0,44;23,12
20150908;0,03;23,6
20150909;0,39;22,1
20150910;0,74;22,83
20150911;0,71;15,57
20150912;0;22,11
20150913;0;24,04
20150914;13,6;22,29
20150915;6,33;21,28
20150916;0,33;21,03
20150917;0,45;17,89
20150918;0,18;19,76
20150919;1,43;12,41
20150920;1,01;17,15
20150921;0,02;16,44
20150922;0;23,98
20150923;0,52;22,44
20150924;0,28;21,7
20150925;0;22,1
20150926;0,11;23,79
20150927;0,13;24,37
20150928;0,08;24,54
20150929;0,27;23,73
20150930;4,41;20,97
20151001;5,42;16,84
20151002;8,02;11,61
20151003;2,81;22,5
20151004;0,02;21,91
20151005;1,43;23,17
20151006;0,87;22,88
20151007;0,9;21,39
20151008;0,42;17,37
20151009;0,5;22,06
20151010;4,16;17,6
20151011;7,09;18,03
20151012;1,98;17,28
20151013;2,85;17,82
20151014;3,8;18,94
20151015;2,78;21,85
20151016;1,54;22,66
20151017;1,65;22,67
20151018;1,14;22,5
20151019;4,27;21,69
20151020;1,04;22,35
20151021;0,12;20,4
20151022;0,09;17,49
20151023;6,83;18,09
20151024;3,01;12,43
20151025;0,2;16,95
20151026;0,3;10,73
20151027;0,11;15,84
20151028;0,01;20,44
20151029;0,83;20,37
20151030;0,52;17,96
20151031;0,29;20,17
20151101;9,04;17,04
20151102;4,47;17,5
20151103;16,08;16,11
20151104;7,11;16,64
20151105;1,04;17,52
20151106;0,17;21,15
20151107;0,06;21,22
20151108;0;19,31
20151109;0,05;20,23
20151110;0,01;16,11
20151111;0;18,68
20151112;0,08;19,06
20151113;0,08;17,84
20151114;0,07;19,38
20151115;3,66;17,1
20151116;1,01;15,06
20151117;0,06;10,5
20151118;5,26;7,51
20151119;3,81;9,5
20151120;0,2;22,18
20151121;0,15;21,6
20151122;0,02;20,47
20151123;0,41;13,78
20151124;0,13;19,64
20151125;5,25;19,6
20151126;3,21;19,34
20151127;0,71;16,1
20151128;0,98;6,75
20151129;0,13;18,17
20151130;0;19,07
20151201;0;15,3
20151202;0;20,12
20151203;1,29;3,14
20151204;1,88;17,8
20151205;0,15;19,94
20151206;0;17,85
20151207;0;19,85
20151208;0;19,2
20151209;0;19,81
20151210;0;20,36
20151211;0;20,19
20151212;3,49;19,23
20151213;2,44;16,83
20151214;1,03;14,81
20151215;0,7;14,59
20151216;0,14;16,84
20151217;0;16,08
20151218;0;18
20151219;0;17,98
20151220;0,08;18,49
20151221;0,35;19,14
20151222;0,07;19,83
20151223;0;19,63
20151224;0,13;20,72
20151225;0,39;20,89
20151226;0,79;20,09
20151227;0,27;20,14
20151228;0;20,39
20151229;0,03;20,34
20151230;0,05;18,42
20151231;0;17,24
20160101;0,11;17,27
20160102;1,46;8,22
20160103;0,2;19,08
20160104;0;18,87
20160105;0,04;19,6
20160106;0,03;19,68
20160107;0;19,48
20160108;0;21,11
20160109;0;21,55
20160110;0;20,65
20160111;0,31;20,05
20160112;0,07;21,33
20160113;0;21,33
20160114;0;21,88
20160115;0;22,08
20160116;0;21,26
20160117;0;21,81
20160118;0;21,26
